asset_id,asset_name,owner_name,owner_classification,percentage_of_ownership,owner_direct_parent,owner_grouping,operator_name,percentage_of_operation,data_source,url,recency,created_date,original_inventory_sector
5110060,Abu Sa'fah,Saudi Aramco,,50,Saudi Aramco (Saudi Arabia),Bahrain,"",,"","",2019-12-31 00:00:00,2022-10-03 17:16:34.930704,oil-and-gas-production-and-transport
5110060,Abu Sa'fah,Saudi Aramco,,50,Saudi Aramco (Saudi Arabia),Bahrain,"",,"","",2020-12-31 00:00:00,2022-10-03 17:16:34.93092,oil-and-gas-production-and-transport
5110060,Abu Sa'fah,Saudi Aramco,,50,Saudi Aramco (Saudi Arabia),Bahrain,"",,"","",2021-12-31 00:00:00,2022-10-03 17:16:34.931135,oil-and-gas-production-and-transport
5110061,Abushar,Iranian Offshore Oil Co,,0,National Iranian Oil (Iran),Iran,"",,"","",2015-12-31 00:00:00,2022-10-03 17:16:34.931352,oil-and-gas-production-and-transport
5110061,Abushar,Iranian Offshore Oil Co,,0,National Iranian Oil (Iran),Iran,"",,"","",2016-12-31 00:00:00,2022-10-03 17:16:34.931568,oil-and-gas-production-and-transport
5110061,Abushar,Iranian Offshore Oil Co,,0,National Iranian Oil (Iran),Iran,"",,"","",2017-12-31 00:00:00,2022-10-03 17:16:34.931782,oil-and-gas-production-and-transport
5110061,Abushar,Iranian Offshore Oil Co,,0,National Iranian Oil (Iran),Iran,"",,"","",2018-12-31 00:00:00,2022-10-03 17:16:34.931997,oil-and-gas-production-and-transport
5110061,Abushar,Iranian Offshore Oil Co,,0,National Iranian Oil (Iran),Iran,"",,"","",2019-12-31 00:00:00,2022-10-03 17:16:34.932211,oil-and-gas-production-and-transport
5110061,Abushar,Iranian Offshore Oil Co,,0,National Iranian Oil (Iran),Iran,"",,"","",2020-12-31 00:00:00,2022-10-03 17:16:34.932585,oil-and-gas-production-and-transport
5110061,Abushar,Iranian Offshore Oil Co,,0,National Iranian Oil (Iran),Iran,"",,"","",2021-12-31 00:00:00,2022-10-03 17:16:34.932806,oil-and-gas-production-and-transport
5110061,Abushar,NIOC,,100,National Iranian Oil (Iran),Iran,"",,"","",2015-12-31 00:00:00,2022-10-03 17:16:34.931244,oil-and-gas-production-and-transport
5110061,Abushar,NIOC,,100,National Iranian Oil (Iran),Iran,"",,"","",2016-12-31 00:00:00,2022-10-03 17:16:34.93146,oil-and-gas-production-and-transport
5110061,Abushar,NIOC,,100,National Iranian Oil (Iran),Iran,"",,"","",2017-12-31 00:00:00,2022-10-03 17:16:34.931675,oil-and-gas-production-and-transport
5110061,Abushar,NIOC,,100,National Iranian Oil (Iran),Iran,"",,"","",2018-12-31 00:00:00,2022-10-03 17:16:34.931889,oil-and-gas-production-and-transport
5110061,Abushar,NIOC,,100,National Iranian Oil (Iran),Iran,"",,"","",2019-12-31 00:00:00,2022-10-03 17:16:34.932104,oil-and-gas-production-and-transport
5110061,Abushar,NIOC,,100,National Iranian Oil (Iran),Iran,"",,"","",2020-12-31 00:00:00,2022-10-03 17:16:34.932318,oil-and-gas-production-and-transport
5110061,Abushar,NIOC,,100,National Iranian Oil (Iran),Iran,"",,"","",2021-12-31 00:00:00,2022-10-03 17:16:34.932698,oil-and-gas-production-and-transport
5110062,Acacia,BP,,15.84,BP,TotalEnergies; Norway,"",,"","",2015-12-31 00:00:00,2022-10-03 17:16:34.933202,oil-and-gas-production-and-transport
5110062,Acacia,BP,,15.84,BP,TotalEnergies; Norway,"",,"","",2016-12-31 00:00:00,2022-10-03 17:16:34.933687,oil-and-gas-production-and-transport
5110062,Acacia,BP,,15.84,BP,TotalEnergies; Norway,"",,"","",2017-12-31 00:00:00,2022-10-03 17:16:34.934156,oil-and-gas-production-and-transport
5110062,Acacia,BP,,15.84,BP,TotalEnergies; Norway,"",,"","",2018-12-31 00:00:00,2022-10-03 17:16:34.934627,oil-and-gas-production-and-transport
5110062,Acacia,BP,,15.84,BP,TotalEnergies; Norway,"",,"","",2019-12-31 00:00:00,2022-10-03 17:16:34.935099,oil-and-gas-production-and-transport
5110062,Acacia,BP,,15.84,BP,TotalEnergies; Norway,"",,"","",2020-12-31 00:00:00,2022-10-03 17:16:34.935566,oil-and-gas-production-and-transport
5110062,Acacia,BP,,15.84,BP,TotalEnergies; Norway,"",,"","",2021-12-31 00:00:00,2022-10-03 17:16:34.93604,oil-and-gas-production-and-transport
5110062,Acacia,Equinor,,22.16,Equinor (Norway),TotalEnergies; Norway,"",,"","",2015-12-31 00:00:00,2022-10-03 17:16:34.933013,oil-and-gas-production-and-transport
5110062,Acacia,Equinor,,22.16,Equinor (Norway),TotalEnergies; Norway,"",,"","",2016-12-31 00:00:00,2022-10-03 17:16:34.9335,oil-and-gas-production-and-transport
5110062,Acacia,Equinor,,22.16,Equinor (Norway),TotalEnergies; Norway,"",,"","",2017-12-31 00:00:00,2022-10-03 17:16:34.933969,oil-and-gas-production-and-transport
5110062,Acacia,Equinor,,22.16,Equinor (Norway),TotalEnergies; Norway,"",,"","",2018-12-31 00:00:00,2022-10-03 17:16:34.934436,oil-and-gas-production-and-transport
5110062,Acacia,Equinor,,22.16,Equinor (Norway),TotalEnergies; Norway,"",,"","",2019-12-31 00:00:00,2022-10-03 17:16:34.934909,oil-and-gas-production-and-transport
5110062,Acacia,Equinor,,22.16,Equinor (Norway),TotalEnergies; Norway,"",,"","",2020-12-31 00:00:00,2022-10-03 17:16:34.935379,oil-and-gas-production-and-transport
5110062,Acacia,Equinor,,22.16,Equinor (Norway),TotalEnergies; Norway,"",,"","",2021-12-31 00:00:00,2022-10-03 17:16:34.935854,oil-and-gas-production-and-transport
5110062,Acacia,ExxonMobil,,19,ExxonMobil,TotalEnergies; Norway,"",,"","",2015-12-31 00:00:00,2022-10-03 17:16:34.933109,oil-and-gas-production-and-transport
5110062,Acacia,ExxonMobil,,19,ExxonMobil,TotalEnergies; Norway,"",,"","",2016-12-31 00:00:00,2022-10-03 17:16:34.933594,oil-and-gas-production-and-transport
5110062,Acacia,ExxonMobil,,19,ExxonMobil,TotalEnergies; Norway,"",,"","",2017-12-31 00:00:00,2022-10-03 17:16:34.934063,oil-and-gas-production-and-transport
5110062,Acacia,ExxonMobil,,19,ExxonMobil,TotalEnergies; Norway,"",,"","",2018-12-31 00:00:00,2022-10-03 17:16:34.934531,oil-and-gas-production-and-transport
5110062,Acacia,ExxonMobil,,19,ExxonMobil,TotalEnergies; Norway,"",,"","",2019-12-31 00:00:00,2022-10-03 17:16:34.935006,oil-and-gas-production-and-transport
5110062,Acacia,ExxonMobil,,19,ExxonMobil,TotalEnergies; Norway,"",,"","",2020-12-31 00:00:00,2022-10-03 17:16:34.935472,oil-and-gas-production-and-transport
5110062,Acacia,ExxonMobil,,19,ExxonMobil,TotalEnergies; Norway,"",,"","",2021-12-31 00:00:00,2022-10-03 17:16:34.935947,oil-and-gas-production-and-transport
5110062,Acacia,Sonangol,,5,The 88 Queensway Group,TotalEnergies; Norway,"",,"","",2015-12-31 00:00:00,2022-10-03 17:16:34.933313,oil-and-gas-production-and-transport
5110062,Acacia,Sonangol,,5,The 88 Queensway Group,TotalEnergies; Norway,"",,"","",2016-12-31 00:00:00,2022-10-03 17:16:34.933781,oil-and-gas-production-and-transport
5110062,Acacia,Sonangol,,5,The 88 Queensway Group,TotalEnergies; Norway,"",,"","",2017-12-31 00:00:00,2022-10-03 17:16:34.93425,oil-and-gas-production-and-transport
